entry,expiry,year,spot_entry,vix9d,vix3m,contango,short_strike,long_strike,credit,payout,pnl,win
2019-10-11,2019-10-18,2019,296.25,0.1528,0.17550000000000002,1.1485602094240839,285,280.0,0.08120849795612739,0.0,0.08120849795612739,True
2019-10-18,2019-10-25,2019,298.09,0.1235,0.16649999999999998,1.3481781376518218,285,280.0,0.009869119884053854,0.0,0.009869119884053854,True
2019-10-25,2019-11-01,2019,301.59,0.1033,0.15710000000000002,1.5208131655372703,290,285.0,0.00698522625090877,0.0,0.00698522625090877,True
2019-11-01,2019-11-08,2019,306.17,0.0984,0.1542,1.5670731707317074,295,290.0,0.007238126193837513,0.0,0.007238126193837513,True
2019-11-08,2019-11-15,2019,308.93,0.0932,0.1553,1.6663090128755362,295,290.0,0.00048072701607358964,0.0,0.00048072701607358964,True
2019-11-15,2019-11-22,2019,311.81,0.0967,0.1499,1.5501551189245089,300,295.0,0.004626552318624855,0.0,0.004626552318624855,True
2019-11-22,2019-11-29,2019,311.02,0.0922,0.154,1.670281995661605,300,295.0,0.005402768326546504,0.0,0.005402768326546504,True
2019-11-29,2019-12-06,2019,314.33,0.11359999999999999,0.1551,1.3653169014084507,300,295.0,0.0036991319237508376,0.0,0.0036991319237508376,True
2019-12-06,2019-12-13,2019,314.83,0.1281,0.16210000000000002,1.265417642466823,305,300.0,0.09054814095969643,0.0,0.09054814095969643,True
2019-12-13,2019-12-20,2019,317.29,0.1241,0.1528,1.2312651087832391,305,300.0,0.02580714984692889,0.0,0.02580714984692889,True
2019-12-20,2019-12-27,2019,320.86,0.09269999999999999,0.1532,1.6526429341963325,310,305.0,0.00842928667284043,0.0,0.00842928667284043,True
2019-12-27,2020-01-03,2019,322.85,0.11,0.1595,1.45,310,305.0,0.009301183972284174,0.0,0.009301183972284174,True
2020-01-03,2020-01-10,2020,322.43,0.1278,0.16010000000000002,1.252738654147105,310,305.0,0.032146474992595264,0.0,0.032146474992595264,True
2020-01-10,2020-01-17,2020,325.64,0.1057,0.1495,1.4143803216650899,315,310.0,0.027353892110182992,0.0,0.027353892110182992,True
2020-01-17,2020-01-24,2020,332.01,0.0904,0.1441,1.5940265486725664,320,315.0,0.004018192605195495,0.0,0.004018192605195495,True
2020-01-24,2020-01-31,2020,328.76,0.1465,0.1607,1.0969283276450512,315,310.0,0.044076505231040675,0.0,0.044076505231040675,True
2020-01-31,2020-02-07,2020,321.75,0.21660000000000001,0.1863,0.8601108033240996,310,305.0,0.3072235806341741,0.0,0.3072235806341741,True
2020-02-07,2020-02-14,2020,332.24,0.1373,0.1629,1.1864530225782957,320,315.0,0.06170876223291599,0.0,0.06170876223291599,True
2020-02-14,2020-02-21,2020,337.6,0.10980000000000001,0.155,1.4116575591985427,325,320.0,0.015374315283820134,0.0,0.015374315283820134,True
2020-02-21,2020-02-28,2020,333.45,0.1577,0.1761,1.1166772352568168,320,315.0,0.07714099435844246,5.0,-4.922859005641557,False
2020-02-28,2020-03-06,2020,296.24,0.529,0.2985,0.5642722117202268,285,280.0,0.8637450270887257,0.0,0.8637450270887257,True
2020-03-06,2020-03-13,2020,297.43,0.4855,0.3546,0.7303810504634398,285,280.0,0.7316863820529811,5.0,-4.268313617947019,False
2020-03-13,2020-03-20,2020,270.2,0.6987000000000001,0.48310000000000003,0.6914269357377987,260,255.0,0.8564877212735489,5.0,-4.143512278726451,False
2020-03-20,2020-03-27,2020,229.4,0.8347,0.6559,0.7857913022642866,220,215.0,0.6014818266089392,0.0,0.6014818266089392,True
2020-03-27,2020-04-03,2020,254.0,0.7232999999999999,0.5575,0.770772846674962,245,240.0,0.889316903613377,0.0,0.889316903613377,True
2020-04-03,2020-04-09,2020,247.95,0.46659999999999996,0.4484,0.9609944277753966,240,235.0,0.8406360375432982,0.0,0.8406360375432982,True
2020-04-17,2020-04-24,2020,286.54,0.3618,0.3728,1.0304035378662244,275,270.0,0.5874052332518289,0.0,0.5874052332518289,True
2020-04-24,2020-05-01,2020,282.89,0.3172,0.37810000000000005,1.1919924337957126,270,265.0,0.3770367998988462,0.0,0.3770367998988462,True
2020-05-01,2020-05-08,2020,282.83,0.3557,0.3797,1.0674725892606127,270,265.0,0.4581829254455769,0.0,0.4581829254455769,True
2020-05-08,2020-05-15,2020,292.51,0.2489,0.3164,1.271193250301326,280,275.0,0.26991760081749483,0.0,0.26991760081749483,True
2020-05-15,2020-05-22,2020,286.29,0.29710000000000003,0.34509999999999996,1.1615617637159203,275,270.0,0.46208176944546686,0.0,0.46208176944546686,True
2020-05-22,2020-05-29,2020,295.48,0.2347,0.3154,1.343843204090328,285,280.0,0.37832351537306685,0.0,0.37832351537306685,True
2020-05-29,2020-06-05,2020,304.49,0.2459,0.30269999999999997,1.2309882065880438,295,290.0,0.5369253059852284,0.0,0.5369253059852284,True
2020-06-05,2020-06-12,2020,319.4,0.2263,0.2742,1.2116659301811754,305,300.0,0.18506560072717804,0.6200000000000045,-0.4349343992728265,False
2020-06-12,2020-06-19,2020,304.38,0.3652,0.38049999999999995,1.0418948521358158,295,290.0,0.8725643253961408,0.0,0.8725643253961408,True
2020-06-19,2020-06-26,2020,308.54,0.3392,0.3668,1.0813679245283019,295,290.0,0.4714685620028476,0.0,0.4714685620028476,True
2020-06-26,2020-07-02,2020,300.09,0.3331,0.358,1.07475232662864,290,285.0,0.6237053314742518,0.0,0.6237053314742518,True
2020-07-10,2020-07-17,2020,317.64,0.2259,0.3102,1.3731739707835324,305,300.0,0.2694962130638263,0.0,0.2694962130638263,True
2020-07-17,2020-07-24,2020,321.7,0.2216,0.3037,1.3704873646209388,310,305.0,0.32739135655440954,0.0,0.32739135655440954,True
2020-07-24,2020-07-31,2020,320.91,0.22699999999999998,0.3056,1.3462555066079296,310,305.0,0.4021135970819376,0.0,0.4021135970819376,True
2020-07-31,2020-08-07,2020,326.4,0.2061,0.29710000000000003,1.4415332362930617,315,310.0,0.3073675345363611,0.0,0.3073675345363611,True
2020-08-07,2020-08-14,2020,334.57,0.1808,0.2828,1.5641592920353984,320,315.0,0.09850498719770107,0.0,0.09850498719770107,True
2020-08-14,2020-08-21,2020,336.85,0.1787,0.2837,1.5875769445998882,325,320.0,0.20784570956878134,0.0,0.20784570956878134,True
2020-08-21,2020-08-28,2020,339.45,0.1801,0.2817,1.5641310383120488,325,320.0,0.1077711817187792,0.0,0.1077711817187792,True
2020-08-28,2020-09-04,2020,350.57,0.17129999999999998,0.2962,1.7291301809690605,340,335.0,0.29077770352628995,0.0,0.29077770352628995,True
2020-09-04,2020-09-11,2020,342.35,0.29410000000000003,0.3475,1.181570894253655,330,325.0,0.5718633635866688,0.0,0.5718633635866688,True
2020-09-11,2020-09-18,2020,334.09,0.2633,0.31129999999999997,1.182301557159134,320,315.0,0.3371792144041894,0.0,0.3371792144041894,True
2020-09-18,2020-09-25,2020,330.77,0.2402,0.3046,1.2681099084096585,320,315.0,0.4933634425405522,0.0,0.4933634425405522,True
2020-09-25,2020-10-02,2020,328.72,0.2457,0.32030000000000003,1.3036223036223038,315,310.0,0.29483309844163585,0.0,0.29483309844163585,True
2020-10-02,2020-10-09,2020,333.88,0.2464,0.3239,1.3145292207792207,320,315.0,0.30195513977367305,0.0,0.30195513977367305,True
2020-10-09,2020-10-16,2020,346.73,0.1885,0.2828,1.50026525198939,335,330.0,0.274572279313535,0.0,0.274572279313535,True
2020-10-16,2020-10-23,2020,347.32,0.2164,0.2921,1.3498151571164512,335,330.0,0.3410184974516195,0.0,0.3410184974516195,True
2020-10-23,2020-10-30,2020,345.62,0.2429,0.2899,1.193495265541375,335,330.0,0.5660288166670888,5.0,-4.433971183332911,False
2020-10-30,2020-11-06,2020,326.69,0.44329999999999997,0.3627,0.8181818181818182,315,310.0,0.8648375549957095,0.0,0.8648375549957095,True
2020-11-06,2020-11-13,2020,350.18,0.2396,0.2737,1.1423205342237062,335,330.0,0.25604860620766523,0.0,0.25604860620766523,True
2020-11-13,2020-11-20,2020,358.1,0.2101,0.2569,1.2227510709186102,345,340.0,0.2981813718311397,0.0,0.2981813718311397,True
2020-11-20,2020-11-27,2020,355.35,0.1986,0.2606,1.312185297079557,340,335.0,0.14942775542486064,0.0,0.14942775542486064,True
2020-11-27,2020-12-04,2020,363.71,0.1825,0.2443,1.3386301369863014,350,345.0,0.18501616171213175,0.0,0.18501616171213175,True
2020-12-04,2020-12-11,2020,369.78,0.1796,0.2429,1.3524498886414253,355,350.0,0.14361338213397445,0.0,0.14361338213397445,True
2020-12-11,2020-12-18,2020,366.14,0.2045,0.2605,1.2738386308068461,355,350.0,0.43485220683686876,0.0,0.43485220683686876,True
2020-12-18,2020-12-24,2020,369.15,0.16699999999999998,0.25170000000000003,1.5071856287425154,355,350.0,0.09064143498912802,0.0,0.09064143498912802,True
2021-01-08,2021-01-15,2021,381.29,0.1834,0.249,1.357688113413304,365,360.0,0.12139019087054148,0.0,0.12139019087054148,True
2021-01-15,2021-01-22,2021,375.67,0.2169,0.2726,1.2568003688335638,360,355.0,0.22717009167723923,0.0,0.22717009167723923,True
2021-01-22,2021-01-29,2021,382.82,0.18420000000000003,0.25989999999999996,1.4109663409337672,370,365.0,0.2783008707099164,0.0,0.2783008707099164,True
2021-01-29,2021-02-05,2021,370.14,0.32630000000000003,0.33880000000000005,1.0383083052405762,355,350.0,0.5412451514296777,0.0,0.5412451514296777,True
2021-02-05,2021-02-12,2021,387.63,0.1552,0.2652,1.708762886597938,375,370.0,0.1831842140344948,0.0,0.1831842140344948,True
2021-02-12,2021-02-19,2021,392.73,0.1505,0.265,1.7607973421926912,380,375.0,0.16925207593068237,0.0,0.16925207593068237,True
2021-02-19,2021-02-26,2021,390.05,0.1833,0.2709,1.4779050736497545,375,370.0,0.17949711997447082,0.0,0.17949711997447082,True
2021-02-26,2021-03-05,2021,380.01,0.2942,0.29600000000000004,1.0061182868796739,365,360.0,0.500092256263514,0.0,0.500092256263514,True
2021-03-05,2021-03-12,2021,383.56,0.23829999999999998,0.2789,1.170373478808225,370,365.0,0.4362310057896721,0.0,0.4362310057896721,True
2021-03-12,2021-03-19,2021,394.0,0.1741,0.25739999999999996,1.478460654796094,380,375.0,0.2014179527474118,0.0,0.2014179527474118,True
2021-03-19,2021-03-26,2021,389.57,0.18280000000000002,0.24989999999999998,1.3670678336980304,375,370.0,0.1974476211293794,0.0,0.1974476211293794,True
2021-03-26,2021-04-01,2021,395.91,0.1632,0.2232,1.3676470588235294,380,375.0,0.06842316691651584,0.0,0.06842316691651584,True
2021-04-09,2021-04-16,2021,411.49,0.1319,0.20739999999999997,1.5724033358605003,395,390.0,0.03674201869461535,0.0,0.03674201869461535,True
2021-04-16,2021-04-23,2021,417.26,0.1297,0.2053,1.5828835774865073,400,395.0,0.02755990725048807,0.0,0.02755990725048807,True
2021-04-23,2021-04-30,2021,416.74,0.1407,0.2157,1.5330490405117272,400,395.0,0.052162986602893646,0.0,0.052162986602893646,True
2021-04-30,2021-05-07,2021,417.3,0.1553,0.2207,1.4211204121056022,400,395.0,0.07234020503524974,0.0,0.07234020503524974,True
2021-05-07,2021-05-14,2021,422.12,0.1409,0.2079,1.475514549325763,405,400.0,0.0502800246282733,0.0,0.0502800246282733,True
2021-05-14,2021-05-21,2021,416.58,0.1741,0.22260000000000002,1.2785755313038485,400,395.0,0.1386207916866633,0.0,0.1386207916866633,True
2021-05-21,2021-05-28,2021,414.98,0.17120000000000002,0.2349,1.3720794392523363,400,395.0,0.18586252669351744,0.0,0.18586252669351744,True
2021-05-28,2021-06-04,2021,420.19,0.1273,0.2048,1.6087981146897095,405,400.0,0.05439520002892184,0.0,0.05439520002892184,True
2021-06-04,2021-06-11,2021,422.44,0.127,0.20620000000000002,1.6236220472440945,405,400.0,0.02463192134443326,0.0,0.02463192134443326,True
2021-06-11,2021-06-18,2021,424.31,0.1306,0.19640000000000002,1.5038284839203677,410,405.0,0.08669411411936645,0.0,0.08669411411936645,True
2021-06-18,2021-06-25,2021,414.92,0.2014,0.2293,1.1385302879841113,400,395.0,0.29888852408953603,0.0,0.29888852408953603,True
2021-06-25,2021-07-02,2021,426.61,0.1186,0.19,1.6020236087689714,410,405.0,0.023426274031405403,0.0,0.023426274031405403,True
2021-07-02,2021-07-09,2021,433.72,0.10400000000000001,0.193,1.8557692307692306,420,415.0,0.03759625012887269,0.0,0.03759625012887269,True
2021-07-09,2021-07-16,2021,435.52,0.13019999999999998,0.20440000000000003,1.56989247311828,420,415.0,0.06706094856918154,0.0,0.06706094856918154,True
2021-07-16,2021-07-23,2021,431.34,0.163,0.2207,1.3539877300613496,415,410.0,0.1339463570181456,0.0,0.1339463570181456,True
2021-07-23,2021-07-30,2021,439.94,0.12869999999999998,0.2165,1.6822066822066823,425,420.0,0.08032624512074049,0.0,0.08032624512074049,True
2021-07-30,2021-08-06,2021,438.51,0.1436,0.2218,1.5445682451253482,425,420.0,0.18153090708382713,0.0,0.18153090708382713,True
2021-08-06,2021-08-13,2021,442.49,0.1096,0.2087,1.9041970802919708,425,420.0,0.012354725680850831,0.0,0.012354725680850831,True
2021-08-13,2021-08-20,2021,445.92,0.1121,0.2026,1.807314897413024,430,425.0,0.02940770886676558,0.0,0.02940770886676558,True
2021-08-20,2021-08-27,2021,443.36,0.151,0.2241,1.4841059602649007,430,425.0,0.22975218715479073,0.0,0.22975218715479073,True
2021-08-27,2021-09-03,2021,450.25,0.1232,0.2061,1.6728896103896105,435,430.0,0.06695301616886473,0.0,0.06695301616886473,True
2021-09-03,2021-09-10,2021,453.08,0.1166,0.2032,1.7427101200686106,435,430.0,0.018403615411592134,0.0,0.018403615411592134,True
2021-09-10,2021-09-17,2021,445.44,0.22579999999999997,0.23309999999999997,1.0323294951284323,430,425.0,0.4313967038067972,0.0,0.4313967038067972,True
2021-09-17,2021-09-24,2021,441.4,0.1966,0.2322,1.1810783316378433,425,420.0,0.2626175679855276,0.0,0.2626175679855276,True
2021-09-24,2021-10-01,2021,443.91,0.1524,0.2082,1.3661417322834646,430,425.0,0.20981785991041768,0.0,0.20981785991041768,True
2021-10-01,2021-10-08,2021,434.24,0.1942,0.2305,1.18692070030896,420,415.0,0.352531044473519,0.0,0.352531044473519,True
2021-10-08,2021-10-15,2021,437.86,0.1674,0.2188,1.3070489844683393,420,415.0,0.11065701080222201,0.0,0.11065701080222201,True
2021-10-15,2021-10-22,2021,445.87,0.1324,0.203,1.5332326283987918,430,425.0,0.0741672811718761,0.0,0.0741672811718761,True
2021-10-22,2021-10-29,2021,453.12,0.1198,0.20010000000000003,1.6702838063439067,435,430.0,0.02182124382344719,0.0,0.02182124382344719,True
2021-10-29,2021-11-05,2021,459.25,0.1367,0.20370000000000002,1.4901243599122167,445,440.0,0.1526082449117867,0.0,0.1526082449117867,True
2021-11-05,2021-11-12,2021,468.53,0.1315,0.20489999999999997,1.5581749049429654,450,445.0,0.04236562742804573,0.0,0.04236562742804573,True
2021-11-12,2021-11-19,2021,467.27,0.1199,0.2069,1.7256046705587988,450,445.0,0.036973739602311984,0.0,0.036973739602311984,True
2021-11-19,2021-11-26,2021,468.89,0.1245,0.2192,1.7606425702811246,450,445.0,0.02730306407433225,0.0,0.02730306407433225,True
2021-11-26,2021-12-03,2021,458.97,0.306,0.2917,0.9532679738562092,445,440.0,0.8322782122061767,0.0,0.8322782122061767,True
2021-12-03,2021-12-10,2021,453.42,0.317,0.3178,1.0025236593059939,435,430.0,0.5552506444758905,0.0,0.5552506444758905,True
2021-12-10,2021-12-17,2021,470.74,0.157,0.2318,1.4764331210191084,455,450.0,0.1922439241383298,0.0,0.1922439241383298,True
2021-12-17,2021-12-23,2021,459.87,0.1935,0.25379999999999997,1.311627906976744,445,440.0,0.2973651740080836,0.0,0.2973651740080836,True
2021-12-31,2022-01-07,2021,474.96,0.1326,0.2188,1.650075414781297,460,455.0,0.13092796695183218,0.0,0.13092796695183218,True
2022-01-07,2022-01-14,2022,466.09,0.154,0.22870000000000001,1.4850649350649352,450,445.0,0.16043652006516318,0.0,0.16043652006516318,True
2022-01-14,2022-01-21,2022,464.72,0.17309999999999998,0.22820000000000001,1.3183131138070483,450,445.0,0.29848485055149254,5.0,-4.7015151494485075,False
2022-01-21,2022-01-28,2022,437.98,0.3086,0.2995,0.9705119896305898,420,415.0,0.5189849714114239,0.0,0.5189849714114239,True
2022-01-28,2022-02-04,2022,441.95,0.2813,0.2882,1.0245289726270885,425,420.0,0.5152753364888731,0.0,0.5152753364888731,True
2022-02-04,2022-02-11,2022,448.7,0.2186,0.2625,1.2008234217749314,435,430.0,0.5253354584197893,0.0,0.5253354584197893,True
2022-02-11,2022-02-18,2022,440.46,0.26839999999999997,0.2883,1.0741430700447094,425,420.0,0.5651467777595158,0.0,0.5651467777595158,True
2022-02-18,2022-02-25,2022,434.23,0.26030000000000003,0.2922,1.1225509028044562,420,415.0,0.6059679126851378,0.0,0.6059679126851378,True
2022-02-25,2022-03-04,2022,437.75,0.2615,0.2804,1.0722753346080305,420,415.0,0.401500084664157,0.0,0.401500084664157,True
2022-03-04,2022-03-11,2022,432.17,0.3111,0.3234,1.0395371263259403,415,410.0,0.5570598395488844,0.0,0.5570598395488844,True
2022-03-11,2022-03-18,2022,420.07,0.3063,0.3234,1.0558276199804113,405,400.0,0.6461467261911054,0.0,0.6461467261911054,True
2022-03-18,2022-03-25,2022,444.52,0.22190000000000001,0.2655,1.1964849031095088,430,425.0,0.47220475196983,0.0,0.47220475196983,True
2022-03-25,2022-04-01,2022,452.69,0.1845,0.24719999999999998,1.3398373983739835,435,430.0,0.18771383392382823,0.0,0.18771383392382823,True
2022-04-01,2022-04-08,2022,452.92,0.16,0.2421,1.513125,435,430.0,0.10675382182862503,0.0,0.10675382182862503,True
2022-04-08,2022-04-14,2022,447.57,0.17300000000000001,0.25170000000000003,1.454913294797688,430,425.0,0.10529502956371584,0.0,0.10529502956371584,True
2022-04-22,2022-04-29,2022,426.04,0.2907,0.2987,1.0275197798417612,410,405.0,0.5556727303163598,0.0,0.5556727303163598,True
2022-04-29,2022-05-06,2022,412.0,0.3611,0.3318,0.9188590418166713,395,390.0,0.6232261386808915,0.0,0.6232261386808915,True
2022-05-06,2022-05-13,2022,411.34,0.2979,0.3231,1.0845921450151057,395,390.0,0.515964452918876,0.0,0.515964452918876,True
2022-05-13,2022-05-20,2022,401.72,0.2938,0.307,1.044928522804629,385,380.0,0.45575102836418324,0.0,0.45575102836418324,True
2022-05-20,2022-05-27,2022,389.63,0.2919,0.3114,1.0668036998972252,375,370.0,0.54801944118827,0.0,0.54801944118827,True
2022-05-27,2022-06-03,2022,415.26,0.23129999999999998,0.2802,1.211413748378729,400,395.0,0.38803102775715104,0.0,0.38803102775715104,True
2022-06-03,2022-06-10,2022,410.54,0.2305,0.2733,1.1856832971800433,395,390.0,0.3575412310353343,5.0,-4.642458768964666,False
2022-06-10,2022-06-17,2022,389.8,0.2878,0.29719999999999996,1.0326615705350937,375,370.0,0.5255138964563209,5.0,-4.474486103543679,False
2022-06-17,2022-06-24,2022,365.86,0.304,0.3236,1.0644736842105262,350,345.0,0.4296523827405032,0.0,0.4296523827405032,True
2022-06-24,2022-07-01,2022,390.08,0.26039999999999996,0.2895,1.1117511520737329,375,370.0,0.4276975019033742,0.0,0.4276975019033742,True
2022-07-01,2022-07-08,2022,381.24,0.23559999999999998,0.2852,1.210526315789474,365,360.0,0.26728961462780987,0.0,0.26728961462780987,True
2022-07-08,2022-07-15,2022,388.67,0.2191,0.273,1.246006389776358,375,370.0,0.3742601652203916,0.0,0.3742601652203916,True
2022-07-15,2022-07-22,2022,385.13,0.2214,0.2708,1.2231255645889791,370,365.0,0.28873545817843826,0.0,0.28873545817843826,True
2022-07-22,2022-07-29,2022,395.09,0.22089999999999999,0.2597,1.1756450882752376,380,375.0,0.31286108365964616,0.0,0.31286108365964616,True
2022-07-29,2022-08-05,2022,411.99,0.1857,0.2379,1.2810985460420032,395,390.0,0.15155331278172302,0.0,0.15155331278172302,True
2022-08-05,2022-08-12,2022,413.47,0.1932,0.2418,1.2515527950310559,400,395.0,0.3472657873961751,0.0,0.3472657873961751,True
2022-08-12,2022-08-19,2022,427.1,0.1678,0.23309999999999997,1.3891537544696064,410,405.0,0.11926499694420478,0.0,0.11926499694420478,True
2022-08-19,2022-08-26,2022,422.14,0.18239999999999998,0.2432,1.3333333333333335,405,400.0,0.15265829637953665,0.0,0.15265829637953665,True
2022-08-26,2022-09-02,2022,405.31,0.239,0.2656,1.1112970711297072,390,385.0,0.38612457562846103,0.0,0.38612457562846103,True
2022-09-02,2022-09-09,2022,392.24,0.2297,0.2648,1.1528080104484109,380,375.0,0.5258146067065681,0.0,0.5258146067065681,True
2022-09-09,2022-09-16,2022,406.6,0.21710000000000002,0.2514,1.1579917088899125,390,385.0,0.2512698411372494,4.439999999999998,-4.188730158862748,False
2022-09-16,2022-09-23,2022,385.56,0.2706,0.2763,1.0210643015521064,370,365.0,0.4161200091526247,2.0500000000000114,-1.6338799908473867,False
2022-09-23,2022-09-30,2022,367.95,0.3025,0.3032,1.002314049586777,355,350.0,0.6327746239681318,0.0,0.6327746239681318,True
2022-09-30,2022-10-07,2022,357.18,0.3119,0.3186,1.0214812439884577,345,340.0,0.6842584716274516,0.0,0.6842584716274516,True
2022-10-07,2022-10-14,2022,362.79,0.3055,0.321,1.0507364975450082,350,345.0,0.6365550899049168,0.0,0.6365550899049168,True
2022-10-14,2022-10-21,2022,357.63,0.2967,0.3245,1.0936973373778227,345,340.0,0.6082099115723736,0.0,0.6082099115723736,True
2022-10-21,2022-10-28,2022,374.29,0.2846,0.30469999999999997,1.0706254392129302,360,355.0,0.5046844475140944,0.0,0.5046844475140944,True
2022-10-28,2022-11-04,2022,389.02,0.2781,0.26899999999999996,0.9672779575692195,375,370.0,0.5488936464619272,0.0,0.5488936464619272,True
2022-11-04,2022-11-11,2022,376.35,0.2704,0.2639,0.9759615384615387,365,360.0,0.6968690982536359,0.0,0.6968690982536359,True
2022-11-11,2022-11-18,2022,398.51,0.21309999999999998,0.25739999999999996,1.2078836227123415,385,380.0,0.3875395000934212,0.0,0.3875395000934212,True
2022-11-18,2022-11-25,2022,396.03,0.1834,0.25329999999999997,1.3811341330425297,380,375.0,0.15268545401289657,0.0,0.15268545401289657,True
2022-11-25,2022-12-02,2022,402.33,0.17059999999999997,0.2359,1.3827667057444317,390,385.0,0.29480361205038363,0.0,0.29480361205038363,True
2022-12-02,2022-12-09,2022,406.91,0.1795,0.2296,1.2791086350974932,390,385.0,0.1294009020670046,0.0,0.1294009020670046,True
2022-12-09,2022-12-16,2022,393.28,0.2648,0.2521,0.9520392749244714,380,375.0,0.5739786589299065,0.0,0.5739786589299065,True
2022-12-16,2022-12-23,2022,383.27,0.2051,0.2515,1.2262311067771818,370,365.0,0.33342851692545317,0.0,0.33342851692545317,True
2022-12-23,2022-12-30,2022,382.91,0.17489999999999997,0.2413,1.3796455117209836,370,365.0,0.23672823107041552,0.0,0.23672823107041552,True
2022-12-30,2023-01-06,2022,382.43,0.2114,0.2429,1.1490066225165563,370,365.0,0.41185335470635565,0.0,0.41185335470635565,True
2023-01-06,2023-01-13,2023,388.08,0.2157,0.2318,1.0746407046824293,375,370.0,0.39872618533057747,0.0,0.39872618533057747,True
2023-01-13,2023-01-20,2023,398.5,0.1482,0.2114,1.426450742240216,385,380.0,0.1378995934992231,0.0,0.1378995934992231,True
2023-01-20,2023-01-27,2023,395.88,0.1826,0.21719999999999998,1.189485213581599,380,375.0,0.1554657293083599,0.0,0.1554657293083599,True
2023-01-27,2023-02-03,2023,405.68,0.2003,0.2047,1.0219670494258613,390,385.0,0.23749154418190166,0.0,0.23749154418190166,True
2023-02-03,2023-02-10,2023,412.35,0.1776,0.2078,1.170045045045045,395,390.0,0.1189536063527008,0.0,0.1189536063527008,True
2023-02-10,2023-02-17,2023,408.04,0.215,0.2255,1.0488372093023257,395,390.0,0.4519522648766028,0.0,0.4519522648766028,True
2023-02-17,2023-02-24,2023,407.26,0.16940000000000002,0.2177,1.2851239669421486,395,390.0,0.30481841518764696,0.0,0.30481841518764696,True
2023-02-24,2023-03-03,2023,396.38,0.1838,0.2243,1.220348204570185,380,375.0,0.14235377654363823,0.0,0.14235377654363823,True
2023-03-03,2023-03-10,2023,404.19,0.1776,0.1998,1.125,390,385.0,0.22491832976548487,4.089999999999975,-3.86508167023449,False
2023-03-10,2023-03-17,2023,385.91,0.2686,0.2539,0.9452717795979152,370,365.0,0.39089054115485666,0.0,0.39089054115485666,True
2023-03-17,2023-03-24,2023,389.99,0.2701,0.2742,1.0151795631247686,375,370.0,0.46234655945159275,0.0,0.46234655945159275,True
2023-03-24,2023-03-31,2023,395.75,0.20620000000000002,0.2396,1.1619786614936953,380,375.0,0.2331493024498954,0.0,0.2331493024498954,True
2023-03-31,2023-04-06,2023,409.39,0.16510000000000002,0.21230000000000002,1.2858873410054512,395,390.0,0.13162254935879947,0.0,0.13162254935879947,True
2023-04-14,2023-04-21,2023,412.46,0.1335,0.2003,1.500374531835206,400,395.0,0.14517502236867674,0.0,0.14517502236867674,True
2023-04-21,2023-04-28,2023,412.2,0.14880000000000002,0.2039,1.370295698924731,395,390.0,0.0564183483254026,0.0,0.0564183483254026,True
2023-04-28,2023-05-05,2023,415.93,0.1553,0.1954,1.2582099162910496,400,395.0,0.1038332226428258,0.0,0.1038332226428258,True
2023-05-05,2023-05-12,2023,412.63,0.1534,0.2078,1.3546284224250327,400,395.0,0.22201672685122276,0.0,0.22201672685122276,True
2023-05-12,2023-05-19,2023,411.59,0.1409,0.2066,1.4662881476224274,395,390.0,0.05118915836761162,0.0,0.05118915836761162,True
2023-05-19,2023-05-26,2023,418.62,0.1425,0.2004,1.4063157894736842,405,400.0,0.14230637334556295,0.0,0.14230637334556295,True
2023-05-26,2023-06-02,2023,420.02,0.1724,0.20440000000000003,1.1856148491879352,405,400.0,0.1972277019169475,0.0,0.1972277019169475,True
2023-06-02,2023-06-09,2023,427.92,0.1274,0.17920000000000003,1.4065934065934067,415,410.0,0.12420682483767909,0.0,0.12420682483767909,True
2023-06-09,2023-06-16,2023,429.9,0.1329,0.1696,1.2761474793077503,415,410.0,0.08360735941367725,0.0,0.08360735941367725,True
2023-06-16,2023-06-23,2023,439.46,0.1133,0.1675,1.4783759929390998,425,420.0,0.04953196425246387,0.0,0.04953196425246387,True
2023-06-23,2023-06-30,2023,433.21,0.1161,0.16870000000000002,1.4530577088716625,420,415.0,0.0805196673679398,0.0,0.0805196673679398,True
2023-06-30,2023-07-07,2023,443.28,0.1153,0.1602,1.3894189071986125,425,420.0,0.013106941511704051,0.0,0.013106941511704051,True
2023-07-07,2023-07-14,2023,438.55,0.126,0.1724,1.3682539682539683,425,420.0,0.10997825067584666,0.0,0.10997825067584666,True
2023-07-14,2023-07-21,2023,449.28,0.11900000000000001,0.1604,1.3478991596638654,435,430.0,0.07655935248909884,0.0,0.07655935248909884,True
2023-07-21,2023-07-28,2023,452.18,0.125,0.16399999999999998,1.3119999999999998,435,430.0,0.03920903118294028,0.0,0.03920903118294028,True
2023-07-28,2023-08-04,2023,456.92,0.11230000000000001,0.1592,1.4176313446126447,440,435.0,0.023941669581084013,0.0,0.023941669581084013,True
2023-08-04,2023-08-11,2023,446.81,0.1609,0.1861,1.156619018023617,430,425.0,0.1333686430662322,0.0,0.1333686430662322,True
2023-08-11,2023-08-18,2023,445.65,0.1363,0.17559999999999998,1.288334556126192,430,425.0,0.09015058350894023,0.0,0.09015058350894023,True
2023-08-18,2023-08-25,2023,436.5,0.1654,0.1924,1.1632406287787183,420,415.0,0.14339465713412203,0.0,0.14339465713412203,True
2023-08-25,2023-09-01,2023,439.97,0.1378,0.1772,1.285921625544267,425,420.0,0.10752686418575585,0.0,0.10752686418575585,True
